,p0q0
7987,7
7988,-8
7989,0
7990,3
7991,6
7992,-6
7993,0
7994,3
7995,0
7996,1
7997,-2
7998,-8
7999,-10
8000,-3
8001,-2
8002,1
8003,-3
8004,0
8005,4
8006,-7
8007,0
8008,-9
8009,1
8010,9
8011,-10
8012,-4
8013,-4
8014,-5
8015,6
8016,-6
8017,0
8018,-4
8019,4
8020,-7
8021,-3
8022,2
8023,8
8024,-1
8025,-6
8026,8
8027,-2
8028,-9
8029,2
8030,8
8031,2
8032,-9
8033,3
8034,-9
8035,-3
8036,-1
8037,10
8038,0
8039,3
8040,6
8041,2
8042,10
8043,4
8044,0
8045,6
8046,-2
8047,-3
8048,-6
8049,8
8050,-7
8051,3
8052,10
8053,-3
8054,-3
8055,-2
8056,7
8057,1
8058,-10
8059,9
8060,-2
8061,0
8062,-9
8063,-5
8064,-3
8065,0
8066,3
8067,7
8068,10
8069,2
8070,7
8071,-7
8072,1
8073,-10
8074,-5
8075,-6
8076,1
8077,-8
8078,9
8079,-9
8080,0
8081,-8
8082,5
8083,8
8084,0
8085,-7
8086,6
8087,5
8088,-8
8089,5
8090,10
8091,5
8092,-2
8093,-10
8094,-3
8095,-6
8096,9
8097,-10
8098,5
8099,-10
8100,-7
8101,-7
8102,-8
8103,-2
8104,-4
8105,6
8106,-2
8107,-7
8108,-1
8109,-6
8110,-9
8111,1
8112,1
8113,-4
8114,4
8115,1
8116,-9
8117,-10
8118,9
8119,-10
8120,-1
8121,-4
8122,9
8123,1
8124,-7
8125,10
8126,0
8127,-9
8128,-1
8129,0
8130,-1
8131,4
8132,-5
8133,6
8134,2
8135,-9
8136,9
8137,-9
8138,-1
8139,-8
8140,-9
8141,3
8142,0
8143,-4
8144,-9
8145,2
8146,-6
8147,0
8148,-4
8149,3
8150,8
8151,-9
8152,5
8153,-9
8154,5
8155,-6
8156,0
8157,8
8158,-8
8159,-6
8160,-10
8161,-9
8162,3
8163,5
8164,-1
8165,6
8166,9
8167,1
8168,-2
8169,-4
8170,6
8171,6
8172,-2
8173,5
8174,9
8175,1
8176,-6
8177,9
8178,10
8179,-1
8180,6
8181,3
8182,6
8183,10
8184,-8
8185,-6
8186,-9
8187,-9
8188,8
8189,8
8190,-9
8191,-5
8192,-3
8193,-2
8194,7
8195,-4
8196,1
8197,-3
8198,-8
8199,5
8200,-2
8201,6
8202,-1
8203,1
8204,8
8205,6
8206,-10
8207,5
8208,6
8209,5
8210,-10
8211,5
8212,7
8213,-5
8214,0
8215,5
8216,10
8217,2
8218,4
8219,6
8220,-5
8221,1
8222,-10
8223,-9
8224,-10
8225,-6
8226,3
8227,8
8228,-10
8229,-3
8230,5
8231,-10
8232,-4
8233,-2
8234,2
8235,7
8236,-9
8237,-7
8238,-7
8239,-7
8240,-8
8241,-1
8242,-4
8243,2
8244,-7
8245,4
8246,3
8247,-7
8248,-3
8249,6
8250,-8
8251,-10
8252,3
8253,7
8254,-10
8255,-5
8256,-1
8257,-7
8258,2
8259,-10
8260,7
8261,-6
8262,-1
8263,8
8264,-3
8265,-4
8266,3
8267,-4
8268,10
8269,-1
8270,3
8271,6
8272,-3
8273,6
8274,-5
8275,6
8276,-3
8277,-8
8278,-2
8279,9
8280,9
8281,-8
8282,-3
8283,10
8284,-4
8285,10
8286,-3
8287,2
8288,5
8289,0
8290,-10
8291,7
8292,-3
8293,-3
8294,7
8295,10
8296,9
8297,9
8298,8
8299,-4
8300,7
8301,7
8302,10
8303,5
8304,-8
8305,6
8306,-2
8307,-8
8308,-7
8309,10
8310,8
8311,8
8312,10
8313,5
8314,-7
8315,-7
8316,3
8317,-8
8318,-3
8319,-6
8320,-1
8321,-7
8322,-6
8323,5
8324,-8
8325,-9
8326,-8
8327,-9
8328,4
8329,1
8330,-4
8331,0
8332,-8
8333,4
8334,-3
8335,-3
8336,2
8337,0
8338,6
8339,-8
8340,-4
8341,-7
8342,2
8343,-7
8344,-7
8345,-8
8346,2
8347,-8
8348,-7
8349,-4
8350,6
8351,10
8352,6
8353,1
8354,1
8355,-9
8356,9
8357,5
8358,-2
8359,-8
8360,8
8361,-7
8362,0
8363,5
8364,10
8365,-3
8366,-7
8367,8
8368,-9
8369,-2
8370,-8
8371,9
8372,10
8373,7
8374,-4
8375,5
8376,-9
8377,-10
8378,5
8379,3
8380,10
8381,4
8382,9
8383,2
8384,6
8385,9
8386,-1
8387,-2
8388,5
8389,-4
8390,-9
8391,-6
8392,9
8393,5
8394,-1
8395,6
8396,2
8397,-5
8398,-1
8399,-5
8400,-10
8401,8
8402,2
8403,-10
8404,3
8405,6
8406,9
8407,8
8408,-2
8409,-9
8410,3
8411,-8
8412,1
8413,3
8414,-3
8415,9
8416,-2
8417,3
8418,10
8419,2
8420,-7
8421,-5
8422,6
8423,-5
8424,0
8425,-10
8426,4
8427,-6
8428,9
8429,-4
8430,9
8431,6
8432,8
8433,-5
8434,0
8435,4
8436,-9
8437,-7
8438,-1
8439,-6
8440,7
8441,7
8442,-1
8443,-9
8444,0
8445,0
8446,-4
8447,7
8448,-9
8449,10
8450,10
8451,-6
8452,5
8453,-8
8454,-10
8455,8
8456,-3
8457,-2
8458,-1
8459,6
8460,-10
8461,7
8462,1
8463,-8
8464,9
8465,-7
8466,-8
8467,4
8468,7
8469,2
8470,-8
8471,9
8472,-2
8473,-7
8474,6
8475,-6
8476,-4
8477,3
8478,2
8479,5
8480,-5
8481,2
8482,10
8483,8
8484,-10
8485,6
8486,0
8487,-5
8488,6
8489,0
8490,5
8491,-5
8492,-7
8493,3
8494,-4
8495,10
8496,5
8497,7
8498,4
8499,3
8500,3
8501,9
8502,-5
8503,7
8504,5
8505,-1
8506,-1
8507,7
8508,2
8509,-6
8510,4
8511,5
8512,-5
8513,4
8514,-3
8515,-7
8516,8
8517,-6
8518,4
8519,-5
8520,7
8521,-3
8522,-4
8523,10
8524,0
8525,-9
8526,-5
8527,-7
8528,1
8529,1
8530,0
8531,-4
8532,-7
8533,7
8534,2
8535,8
8536,10
8537,-8
8538,-8
8539,9
8540,8
8541,9
8542,6
8543,-3
8544,-10
8545,3
8546,1
8547,4
8548,-10
8549,-4
8550,-3
8551,5
8552,-3
8553,0
8554,-9
8555,-1
8556,5
8557,0
8558,8
8559,-7
8560,-6
8561,8
8562,-6
8563,3
8564,-5
8565,-4
8566,-8
8567,1
8568,-9
8569,2
8570,10
8571,4
8572,10
8573,3
8574,-6
8575,4
8576,-4
8577,-9
8578,0
8579,5
8580,9
8581,0
8582,-1
8583,-6
8584,-8
8585,3
8586,-1
8587,-8
8588,-5
8589,-1
8590,-6
8591,9
8592,8
8593,-8
8594,7
8595,1
8596,10
8597,2
8598,-2
8599,-7
8600,5
8601,-2
8602,6
8603,1
8604,2
8605,9
8606,0
8607,6
8608,10
8609,3
8610,-7
8611,-3
8612,-3
8613,4
8614,8
8615,7
8616,9
8617,1
8618,4
8619,-3
8620,8
8621,8
8622,6
8623,-3
8624,-1
8625,8
8626,2
8627,8
8628,4
8629,3
8630,-2
8631,0
8632,3
8633,9
8634,8
8635,3
8636,8
8637,9
8638,2
8639,-10
8640,-9
8641,9
8642,2
8643,10
8644,-8
8645,6
8646,10
8647,-3
8648,9
8649,0
8650,-7
8651,2
8652,8
8653,-4
8654,-7
8655,-7
8656,6
8657,-9
8658,6
8659,7
8660,6
8661,-8
8662,1
8663,-4
8664,-8
8665,-2
8666,-4
8667,0
8668,2
8669,-4
8670,2
8671,-9
8672,10
8673,10
8674,-6
8675,6
8676,2
8677,-3
8678,10
8679,8
8680,10
8681,-7
8682,-1
8683,8
8684,3
8685,1
8686,10
8687,0
8688,5
8689,-1
8690,-5
8691,2
8692,9
8693,4
8694,-10
8695,-2
8696,-9
8697,-3
8698,1
8699,-4
8700,-9
8701,0
8702,1
8703,-7
8704,-7
8705,-3
8706,-4
8707,0
8708,6
8709,9
8710,3
8711,-2
8712,-1
8713,7
8714,1
8715,4
8716,6
8717,7
8718,-5
8719,7
8720,-3
8721,10
8722,-1
8723,1
8724,-6
8725,-2
8726,-2
8727,5
8728,-5
8729,-2
8730,-5
8731,7
8732,4
8733,4
8734,2
8735,-5
8736,-4
8737,10
8738,4
8739,3
8740,0
8741,-7
8742,8
8743,10
8744,-6
8745,-2
8746,2
8747,-8
8748,1
8749,5
8750,-2
8751,-1
8752,6
8753,5
8754,-2
8755,-2
8756,10
8757,-6
8758,-9
8759,-4
8760,-2
8761,-4
8762,-3
8763,5
8764,2
8765,-4
8766,-7
8767,2
8768,10
8769,-7
8770,-9
8771,-4
8772,-4
8773,-5
8774,6
8775,-1
8776,9
8777,-8
8778,-5
8779,3
8780,10
8781,-2
8782,-3
8783,5
8784,-3
8785,3
8786,4
8787,-6
8788,10
8789,-10
8790,-9
8791,-8
8792,6
8793,-8
8794,10
8795,1
8796,5
8797,-6
8798,2
8799,-8
8800,7
8801,-2
8802,5
8803,4
8804,-7
8805,3
8806,-5
8807,-1
8808,-3
8809,-7
8810,-6
8811,-8
8812,4
8813,5
8814,-7
8815,-5
8816,5
8817,-7
8818,0
8819,7
8820,-10
8821,0
8822,-1
8823,-2
8824,8
8825,-7
8826,6
8827,7
8828,-1
8829,-4
8830,4
8831,-2
8832,8
8833,2
8834,-5
8835,-9
8836,4
8837,-6
8838,3
8839,6
8840,-6
8841,-10
8842,4
8843,-5
8844,6
8845,-4
8846,6
8847,2
8848,-10
8849,10
8850,2
8851,10
8852,-4
8853,-10
8854,-3
8855,6
8856,-3
8857,9
8858,-6
8859,1
8860,2
8861,8
8862,7
8863,-2
8864,-5
8865,5
8866,6
8867,1
8868,4
8869,-2
8870,-3
8871,-7
8872,-6
8873,8
8874,7
8875,9
8876,-4
8877,-10
8878,10
8879,8
8880,-10
8881,5
8882,-4
8883,-5
8884,0
8885,5
8886,-8
8887,-8
8888,5
8889,10
8890,8
8891,-5
8892,-8
8893,10
8894,-4
8895,8
8896,-6
8897,8
8898,-5
8899,-8
8900,0
8901,10
8902,-5
8903,8
8904,-3
8905,-10
8906,9
8907,5
8908,-9
8909,-4
8910,-8
8911,-1
8912,6
8913,-7
8914,-9
8915,-8
8916,3
8917,-1
8918,-9
8919,7
8920,-8
8921,-4
8922,-9
8923,8
8924,7
8925,2
8926,4
8927,-6
8928,8
8929,7
8930,4
8931,6
8932,-6
8933,-2
8934,4
8935,-4
8936,4
8937,-5
8938,0
8939,0
8940,1
8941,9
8942,-9
8943,-9
8944,4
8945,1
8946,-7
8947,9
8948,-8
8949,-2
8950,0
8951,-7
8952,1
8953,-9
8954,1
8955,1
8956,-8
8957,-10
8958,-6
8959,2
8960,4
8961,10
8962,4
8963,5
8964,7
8965,-7
8966,9
8967,10
8968,1
8969,-8
8970,0
8971,-10
8972,-7
8973,4
8974,-3
8975,-3
8976,-7
8977,8
8978,10
8979,-7
8980,-1
8981,-8
8982,5
8983,-7
8984,4
8985,-2
8986,4
8987,-7
8988,9
8989,5
8990,-9
8991,-2
8992,-5
8993,9
8994,10
8995,7
8996,-3
8997,0
8998,3
8999,6
9000,2
9001,4
9002,7
9003,-10
9004,10
9005,7
9006,7
9007,-8
9008,6
9009,-4
9010,1
9011,-1
9012,-4
9013,0
9014,-3
9015,3
9016,0
9017,-5
9018,3
9019,-7
9020,-2
9021,-7
9022,-7
9023,1
9024,0
9025,-5
9026,-8
9027,-8
9028,-10
9029,-6
9030,7
9031,5
9032,5
9033,-10
9034,-3
9035,9
9036,10
9037,6
9038,-1
9039,-6
9040,3
9041,-6
9042,-7
9043,-1
9044,-2
9045,-7
9046,-9
9047,-6
9048,-4
9049,2
9050,5
9051,0
9052,10
9053,10
9054,1
9055,-5
9056,-2
9057,-5
9058,-8
9059,10
9060,-10
9061,7
9062,-5
9063,5
9064,4
9065,-5
9066,-8
9067,10
9068,-7
9069,1
9070,-4
9071,5
9072,10
9073,9
9074,-4
9075,-7
9076,-4
9077,7
9078,5
9079,-3
9080,0
9081,9
9082,-4
9083,-6
9084,-5
9085,5
9086,-2
9087,-8
9088,-1
9089,1
9090,9
9091,9
9092,-4
9093,-3
9094,-1
9095,-10
9096,-9
9097,7
9098,-9
9099,-7
9100,-10
9101,-8
9102,7
9103,4
9104,2
9105,4
9106,0
9107,-10
9108,10
9109,-2
9110,3
9111,8
9112,6
9113,9
9114,4
9115,3
9116,-7
9117,0
9118,-10
9119,-7
9120,8
9121,7
9122,-1
9123,9
9124,-4
9125,9
9126,7
9127,4
9128,3
9129,9
9130,10
9131,-10
9132,1
9133,1
9134,1
9135,4
9136,0
9137,2
9138,-1
9139,-1
9140,-2
9141,0
9142,-4
9143,7
9144,1
9145,10
9146,-5
9147,4
9148,-7
9149,-6
9150,3
9151,-2
9152,-3
9153,-9
9154,-5
9155,0
9156,-4
9157,-5
9158,-2
9159,9
9160,1
9161,8
9162,-10
9163,-7
9164,3
9165,-3
9166,4
9167,-7
9168,0
9169,-1
9170,6
9171,-1
9172,10
9173,8
9174,6
9175,-5
9176,-9
9177,-6
9178,2
9179,-1
9180,3
9181,3
9182,-4
9183,0
9184,-2
9185,1
9186,-3
9187,-6
9188,-9
9189,6
9190,9
9191,-3
9192,-9
9193,-8
9194,4
9195,-7
9196,7
9197,-6
9198,-1
9199,2
9200,-6
9201,9
9202,3
9203,-4
9204,1
9205,7
9206,2
9207,8
9208,-1
9209,4
9210,2
9211,10
9212,-3
9213,10
9214,-9
9215,-10
9216,5
9217,2
9218,0
9219,-9
9220,-7
9221,-9
9222,4
9223,-10
9224,-1
9225,-2
9226,5
9227,-10
9228,1
9229,-3
9230,3
9231,6
9232,1
9233,-9
9234,5
9235,5
9236,7
9237,6
9238,-2
9239,-7
9240,-10
9241,1
9242,8
9243,7
9244,-9
9245,-9
9246,8
9247,9
9248,0
9249,-7
9250,2
9251,-1
9252,2
9253,1
9254,9
9255,-8
9256,-3
9257,-7
9258,-10
9259,5
9260,-4
9261,7
9262,4
9263,-1
9264,9
9265,-5
9266,8
9267,-8
9268,-5
9269,4
9270,-4
9271,-3
9272,-6
9273,3
9274,-4
9275,8
9276,-7
9277,-4
9278,3
9279,-3
9280,-6
9281,-8
9282,1
9283,4
9284,-1
9285,-1
9286,-8
9287,-3
9288,-6
9289,7
9290,-3
9291,5
9292,5
9293,5
9294,0
9295,-9
9296,4
9297,-5
9298,9
9299,-8
9300,5
9301,1
9302,-3
9303,-5
9304,9
9305,-9
9306,8
9307,-9
9308,-8
9309,7
9310,-3
9311,1
9312,-2
9313,-7
9314,-5
9315,-9
9316,-9
9317,-3
9318,2
9319,-5
9320,0
9321,-9
9322,7
9323,9
9324,0
9325,8
9326,5
9327,2
9328,-1
9329,10
9330,-1
9331,-8
9332,6
9333,10
9334,-6
9335,9
9336,7
9337,-10
9338,-3
9339,-3
9340,-3
9341,-10
9342,-4
9343,10
9344,-2
9345,-8
9346,-8
9347,-5
9348,-3
9349,2
9350,9
9351,10
9352,-7
9353,-9
9354,-8
9355,-10
9356,4
9357,-2
9358,-8
9359,-7
9360,-8
9361,2
9362,3
9363,0
9364,1
9365,-3
9366,10
9367,3
9368,-4
9369,-8
9370,-8
9371,-3
9372,5
9373,-2
9374,-10
9375,7
9376,7
9377,7
9378,9
9379,9
9380,-2
9381,10
9382,1
9383,-6
9384,-4
9385,0
9386,9
9387,10
9388,8
9389,9
9390,6
9391,-2
9392,-6
9393,7
9394,-1
9395,8
9396,-3
9397,-9
9398,-3
9399,-2
9400,-6
9401,4
9402,4
9403,-5
9404,2
9405,2
9406,2
9407,4
9408,-4
9409,1
9410,-5
9411,10
9412,-2
9413,-6
9414,6
9415,10
9416,-9
9417,-5
9418,3
9419,7
9420,-5
9421,-10
9422,3
9423,2
9424,-10
9425,-4
9426,0
9427,-8
9428,8
9429,6
9430,-1
9431,-10
9432,-2
9433,-7
9434,3
9435,10
9436,3
9437,4
9438,-5
9439,-2
9440,-4
9441,8
9442,-2
9443,-1
9444,7
9445,0
9446,4
9447,-1
9448,5
9449,-10
9450,-4
9451,2
9452,3
9453,-9
9454,-9
9455,10
9456,1
9457,-7
9458,-3
9459,10
9460,2
9461,10
9462,7
9463,2
9464,10
9465,2
9466,-1
9467,8
9468,6
9469,8
9470,9
9471,6
9472,10
9473,1
9474,9
9475,-1
9476,9
9477,-8
9478,7
9479,9
9480,-6
9481,7
9482,-1
9483,10
9484,4
9485,-4
9486,7
9487,-2
9488,6
9489,-8
9490,10
9491,3
9492,4
9493,-10
9494,-8
9495,3
9496,-8
9497,-4
9498,0
9499,1
9500,-8
9501,3
9502,-6
9503,2
9504,5
9505,1
9506,-10
9507,0
9508,-8
9509,-9
9510,0
9511,-6
9512,-4
9513,4
9514,8
9515,4
9516,10
9517,-3
9518,-1
9519,-2
9520,-3
9521,5
9522,-3
9523,-7
9524,-1
9525,-4
9526,0
9527,1
9528,-3
9529,10
9530,10
9531,7
9532,-7
9533,4
9534,-4
9535,-2
9536,9
9537,1
9538,1
9539,1
9540,-3
9541,3
9542,4
9543,8
9544,7
9545,3
9546,1
9547,4
9548,8
9549,-4
9550,2
9551,2
9552,4
9553,0
9554,-10
9555,3
9556,2
9557,-2
9558,5
9559,-5
9560,-2
9561,-4
9562,-10
9563,-3
9564,-5
9565,6
9566,3
9567,4
9568,8
9569,3
9570,6
9571,3
9572,-1
9573,1
9574,2
9575,-5
9576,7
9577,-9
9578,-2
9579,0
9580,6
9581,5
9582,0
9583,0
9584,4
9585,-4
9586,-2
9587,5
9588,-3
9589,-7
9590,-9
9591,3
9592,7
9593,6
9594,-5
9595,2
9596,8
9597,6
9598,-3
9599,9
9600,0
9601,8
9602,5
9603,-1
9604,4
9605,8
9606,-5
9607,7
9608,0
9609,2
9610,6
9611,8
9612,8
9613,-4
9614,8
9615,6
9616,-10
9617,2
9618,-8
9619,-9
9620,0
9621,-2
9622,-8
9623,-3
9624,3
9625,6
9626,9
9627,10
9628,4
9629,-4
9630,-8
9631,-2
9632,-9
9633,8
9634,-4
9635,0
9636,-4
9637,7
9638,-6
9639,-9
9640,-7
9641,10
9642,-8
9643,1
9644,-10
9645,-7
9646,-8
9647,9
9648,-10
9649,-8
9650,-1
9651,4
9652,-2
9653,5
9654,-4
9655,-3
9656,5
9657,-1
9658,2
9659,-3
9660,-7
9661,3
9662,10
9663,8
9664,2
9665,2
9666,1
9667,6
9668,-5
9669,8
9670,10
9671,0
9672,-5
9673,6
9674,-7
9675,-5
9676,10
9677,5
9678,-2
9679,-10
9680,-3
9681,5
9682,4
9683,5
9684,5
9685,3
9686,-4
9687,1
9688,-8
9689,0
9690,-3
9691,4
9692,-10
9693,1
9694,9
9695,-8
9696,-3
9697,-10
9698,-3
9699,4
9700,-5
9701,-4
9702,4
9703,-2
9704,8
9705,-8
9706,-2
9707,4
9708,9
9709,5
9710,9
9711,-4
9712,3
9713,9
9714,2
9715,-4
9716,-6
9717,-2
9718,1
9719,-10
9720,-5
9721,-9
9722,-3
9723,5
9724,1
9725,-9
9726,0
9727,-1
9728,1
9729,8
9730,6
9731,-3
9732,5
9733,-2
9734,5
9735,2
9736,2
9737,8
9738,-10
9739,3
9740,-4
9741,-4
9742,-2
9743,8
9744,-10
9745,-8
9746,-2
9747,-7
9748,-4
9749,0
9750,-3
9751,-6
9752,-8
9753,0
9754,0
9755,-7
9756,3
9757,4
9758,6
9759,-8
9760,-9
9761,0
9762,-3
9763,-6
9764,9
9765,2
9766,3
9767,-7
9768,10
9769,2
9770,-2
9771,-9
9772,6
9773,-7
9774,2
9775,-8
9776,10
9777,1
9778,3
9779,10
9780,-9
9781,-6
9782,7
9783,-7
9784,7
9785,9
9786,-3
9787,-6
9788,-10
9789,6
9790,9
9791,-1
9792,3
9793,-8
9794,7
9795,-6
9796,10
9797,-10
9798,-8
9799,8
9800,4
9801,10
9802,-9
9803,-1
9804,5
9805,6
9806,-6
9807,5
9808,10
9809,-1
9810,-8
9811,-5
9812,-5
9813,-2
9814,-9
9815,-3
9816,5
9817,-4
9818,8
9819,8
9820,-9
9821,-9
9822,-1
9823,-8
9824,6
9825,-7
9826,-5
9827,-1
9828,-1
9829,-7
9830,-10
9831,-9
9832,8
9833,3
9834,4
9835,-1
9836,-4
9837,10
9838,8
9839,-9
9840,5
9841,-4
9842,0
9843,-8
9844,7
9845,6
9846,10
9847,-9
9848,-7
9849,4
9850,7
9851,1
9852,2
9853,7
9854,-3
9855,7
9856,-7
9857,-1
9858,0
9859,-4
9860,-1
9861,-2
9862,-9
9863,10
9864,5
9865,5
9866,5
9867,1
9868,-5
9869,0
9870,-4
9871,7
9872,3
9873,4
9874,-9
9875,6
9876,6
9877,-10
9878,2
9879,-4
9880,4
9881,-6
9882,9
9883,6
9884,2
9885,-8
9886,4
9887,3
9888,-9
9889,10
9890,7
9891,9
9892,-1
9893,-8
9894,-6
9895,-5
9896,2
9897,2
9898,-1
9899,9
9900,1
9901,0
9902,-7
9903,-7
9904,5
9905,0
9906,-2
9907,7
9908,1
9909,-2
9910,-1
9911,-7
9912,-3
9913,6
9914,-8
9915,10
9916,3
9917,-4
9918,-4
9919,-5
9920,10
9921,1
9922,3
9923,7
9924,-9
9925,6
9926,-10
9927,9
9928,7
9929,-4
9930,6
9931,-1
9932,-6
9933,4
9934,-6
9935,-8
9936,-10
9937,-9
9938,-4
9939,-7
9940,-4
9941,-4
9942,-1
9943,-1
9944,7
9945,-2
9946,-1
9947,-1
9948,1
9949,1
9950,-9
9951,-5
9952,-3
9953,2
9954,-1
9955,-5
9956,-5
9957,-3
9958,-6
9959,8
9960,0
9961,4
9962,1
9963,-9
9964,-3
9965,-7
9966,1
9967,9
9968,10
9969,5
9970,10
9971,-9
9972,-6
9973,4
9974,4
9975,-4
9976,8
9977,-3
9978,3
9979,-6
9980,-10
9981,2
9982,-9
9983,3
9984,8
9985,3
9986,5
9987,7
9988,5
9989,4
9990,10
9991,-10
9992,-8
9993,-4
9994,10
9995,3
9996,3
9997,-7
9998,-5
9999,-2
10000,2
10001,1
10002,-4
10003,6
10004,7
10005,-9
10006,1
10007,2
10008,4
10009,0
10010,-5
10011,5
10012,4
10013,-6
10014,-9
10015,8
10016,8
10017,-1
10018,-2
10019,8
10020,3
10021,-5
10022,7
10023,5
10024,2
10025,8
10026,7
10027,-1
10028,-9
10029,0
10030,1
10031,5
10032,-3
10033,-1
10034,-9
10035,-2
10036,-6
10037,-6
10038,-9
10039,-9
10040,-5
10041,6
10042,1
10043,8
10044,4
10045,-7
10046,4
10047,4
10048,0
10049,3
10050,5
10051,-2
10052,-2
10053,-2
10054,-6
10055,-7
10056,0
10057,-6
10058,2
10059,5
10060,-8
10061,6
10062,-8
10063,0
10064,-4
10065,7
10066,-3
10067,2
10068,-9
10069,-4
10070,-4
10071,9
10072,9
10073,-6
10074,-1
10075,-2
10076,8
10077,-10
10078,-7
10079,6
10080,2
10081,-8
10082,4
10083,-3
10084,-8
10085,4
10086,6
10087,-2
10088,-1
10089,-10
10090,3
10091,2
10092,-2
10093,-4
10094,5
10095,-3
10096,-3
10097,-2
10098,1
10099,10
10100,-3
10101,-3
10102,0
10103,4
10104,8
10105,-6
10106,4
10107,0
10108,-6
10109,2
10110,9
10111,1
10112,6
10113,9
10114,5
10115,0
10116,-8
10117,-2
10118,4
10119,-4
10120,-7
10121,-8
10122,-5
10123,-7
10124,9
10125,-3
10126,-1
10127,-6
10128,5
10129,-5
10130,7
10131,4
10132,-9
10133,4
10134,-8
10135,10
10136,-8
10137,7
10138,-7
10139,-4
10140,2
10141,7
10142,-3
10143,-4
10144,5
10145,-5
10146,-7
10147,-6
10148,-4
10149,-5
10150,7
10151,8
10152,6
10153,2
10154,9
10155,5
10156,6
10157,6
10158,-5
10159,-6
10160,5
10161,1
10162,-10
10163,-5
10164,0
10165,-5
10166,-4
10167,2
10168,2
10169,8
10170,-7
10171,10
10172,-5
10173,2
10174,-3
10175,-2
10176,3
10177,-5
10178,8
10179,-1
10180,3
10181,-1
10182,-10
10183,-3
10184,1
10185,3
10186,10
10187,-4
10188,9
10189,8
10190,0
10191,3
10192,-3
10193,-2
10194,-7
10195,4
10196,4
10197,1
10198,-5
10199,6
10200,-7
10201,7
10202,6
10203,4
10204,2
10205,-4
10206,-7
10207,-10
10208,0
10209,7
10210,6
10211,-6
10212,8
10213,2
10214,2
10215,-3
10216,-3
10217,-6
10218,-4
10219,2
10220,-3
10221,-2
10222,-9
10223,4
10224,-7
10225,2
10226,-2
10227,-7
10228,7
10229,-1
10230,-4
10231,-5
10232,-3
10233,1
10234,9
10235,-5
10236,-4
10237,-10
10238,9
10239,-2
10240,-7
10241,9
10242,6
10243,6
10244,-4
10245,-10
10246,-3
10247,-5
10248,2
10249,-4
10250,-7
10251,-4
10252,6
10253,-7
10254,-7
10255,-2
10256,5
10257,6
10258,-10
10259,9
10260,-4
10261,-3
10262,6
10263,3
10264,-2
10265,9
10266,6
10267,-3
10268,0
10269,3
10270,1
10271,-10
10272,7
10273,-8
10274,4
10275,-7
10276,-10
10277,-5
10278,-4
10279,-5
10280,-6
10281,5
10282,-10
10283,5
10284,-1
10285,10
10286,8
10287,2
10288,5
10289,7
10290,7
10291,3
10292,-6
10293,-1
10294,-6
10295,-3
10296,-7
10297,9
10298,-1
10299,-3
10300,7
10301,-6
10302,-7
10303,-3
10304,-3
10305,-3
10306,6
10307,0
10308,9
10309,-6
10310,-5
10311,-10
10312,-4
10313,4
10314,5
10315,-5
10316,9
10317,4
10318,-7
10319,9
10320,-1
10321,3
10322,-9
10323,-5
10324,8
10325,-10
10326,4
10327,1
10328,8
10329,-7
10330,6
10331,-6
10332,1
10333,-5
10334,-4
10335,4
10336,-2
10337,6
10338,4
10339,-4
10340,1
10341,-5
10342,-4
10343,-2
10344,0
10345,10
10346,-6
10347,6
10348,-3
10349,6
10350,-5
10351,8
10352,-6
10353,8
10354,-3
10355,7
10356,6
10357,-1
10358,6
10359,-7
10360,6
10361,-6
10362,-1
10363,-9
10364,-9
10365,10
10366,-1
10367,4
10368,8
10369,8
10370,10
10371,-5
10372,10
10373,-4
10374,7
10375,-1
10376,5
10377,9
10378,3
10379,9
10380,-3
10381,10
10382,6
10383,5
10384,-2
10385,-8
10386,2
10387,-6
10388,4
10389,4
10390,-8
10391,-1
10392,7
10393,4
10394,-7
10395,1
10396,-1
10397,-7
10398,6
10399,-4
10400,-5
10401,4
10402,2
10403,2
10404,2
10405,-9
10406,-8
10407,-10
10408,10
10409,10
10410,-10
10411,2
10412,-3
10413,2
10414,-10
10415,-8
10416,-2
10417,-5
10418,7
10419,8
10420,10
10421,-9
10422,-5
10423,8
10424,8
10425,10
10426,0
10427,-1
10428,-8
10429,4
10430,6
10431,-2
10432,3
10433,9
10434,-1
10435,-9
10436,-5
10437,-3
10438,-6
10439,-4
10440,3
10441,9
10442,-5
10443,0
10444,-7
10445,-5
10446,7
10447,-10
10448,-5
10449,-4
10450,-9
10451,-8
10452,0
10453,-10
10454,-4
10455,-7
10456,6
10457,-1
10458,-7
10459,-7
10460,-5
10461,-7
10462,5
10463,10
10464,-4
10465,10
10466,6
10467,-2
10468,-6
10469,0
10470,-6
10471,-4
10472,7
10473,-9
10474,3
10475,-1
10476,5
10477,-2
10478,-9
10479,1
10480,8
10481,7
10482,9
10483,10
10484,-7
10485,-7
10486,7
10487,-7
10488,2
10489,-10
10490,-4
10491,-2
10492,8
10493,9
10494,-6
10495,-8
10496,-7
10497,-7
10498,6
10499,-7
10500,10
10501,-5
10502,10
10503,9
10504,-6
10505,-1
10506,2
10507,6
10508,-6
10509,0
10510,0
10511,2
10512,1
10513,-3
10514,-8
10515,3
10516,-9
10517,-2
10518,-5
10519,-4
10520,10
10521,-5
10522,-1
10523,-7
10524,-6
10525,9
10526,10
10527,-4
10528,4
10529,4
10530,0
10531,5
10532,-7
10533,-4
10534,5
10535,7
10536,8
10537,5
